,Termo,Frequência Absoluta,Frequência Relativa (%)
1172,cheia,1,0.04
1144,implicância,1,0.04
1142,honesta,1,0.04
1074,relaxante,1,0.04
1091,aprovarem,1,0.04
1105,óbito,1,0.04
1104,entubado,1,0.04
27,dancinha,1,0.04
1098,concordando,1,0.04
1097,assinou,1,0.04
1096,disse.só,1,0.04
1095,internação…,1,0.04
1094,danos,1,0.04
1093,reduzir,1,0.04
1088,comentando,1,0.04
1107,impede,1,0.04
1087,sacanagem,1,0.04
29,esperem,1,0.04
1085,absurdo,1,0.04
1082,pílulas,1,0.04
1081,citotec,1,0.04
1079,fdp,1,0.04
1077,fuma,1,0.04
1076,inflamatórios,1,0.04
1075,muscular,1,0.04
1106,administrada,1,0.04
1108,multiplique,1,0.04
1141,afirmando,1,0.04
1128,altas,1,0.04
1140,desinformação,1,0.04
1139,prestando,1,0.04
1138,convencer,1,0.04
1137,aval,1,0.04
1135,misturando,1,0.04
1134,inteligência,1,0.04
1133,opondo,1,0.04
1132,contínuo,1,0.04
1131,amazônia,1,0.04
1125,regular,1,0.04
1109,juntamente,1,0.04
1122,controlar,1,0.04
1121,dentro,1,0.04
1119,tetmos,1,0.04
1118,concordar,1,0.04
26,comer,1,0.04
1116,opiniào,1,0.04
1113,baixo,1,0.04
1112,crítico,1,0.04
1110,entrar,1,0.04
2234,desumanos,1,0.04
