Usuário,Reply,Conteúdo,Reações,Editado
Alex NM,,"Mas quem foi curado pela cloroquina? Vc tem provas disso? 80% das pessoas ficam em casa e se curam sozinha. Dos 20 % que sobram, cerca de 17% precisam ficar internados com ventiladores, mas também se curam sozinhos com os ventiladores. Aí dão cloroquina para estas pessoas que iam se curar sozinhas, e dizem que a cloroquina funciona. E vc acha mesmo que nos hospitais pelo mundo todo não tentaram isso de dar mais cedo. Veja quantas pessoas estão morrendo em vários países. Trump é um dos defensores da cloroquina, e veja a quantidade de mortes diárias por lá. Tendo disso isso, o CDC americano já deixou de recomendar a cloroquina como tratamento para Covid 19. O CDC africano fez o mesmo. Médicos de Nova York dizem não notar qualquer resultado positivo. Médicos na França e na Suécia, a mesma coisa. Tem estudo no Brasil que diz que não resulta. Tem estudo americano que também diz que não resulta.",1,TRUE
Elias Jesus Sena,Alex NM,"ue? O davi uip mesmo afirmou que fez uso da cloroquina,ele é médico se nao acreditasee ele nao teria usado. Entre tantas outras pessoas.famosas inclusive tom hanks afirmou o uso da cloroquina. Nao faltam provas nao vc ta mal.informado",0,FALSE
Alex NM,,"Fazer uso de um remédio não significa que foi o remédio que curou. O que determina se um remédio é eficaz ou não, são estudos. Até agora já existem 2 estudos que eu saiba, e ambos afirmam que não tem qualquer resultado positivo. Vc conhece algum estudo que afirme o contrário, que funcione? Com a taxa alta de recuperações que este vírus tem, se vc der água para a pessoas, ela iria recuperar. E com muita gente falando disso, quando se fica doente, a pessoa toma até veneno se tiverem falando que veneno cura.",0,FALSE
Elias Jesus Sena,Alex NM,"meu amigo,eu to doente, tomo suco de abacaxi e fico bom, oque foi que me curou??? O abacaxi oras É simples",0,FALSE
Alex NM,,"Sério? Vc falou mesmo isso? Tá doente, toma suco de abacaxi e fica bom, então foi o suco de abacaxi? Me diz aí como vc se cura de uma gripe? Suco de abacaxi também? Vc sabe que o próprio corpo cura as gripes, não sabe? Vc pode tomar remédios para aliviar os sintomas, mas nada cura gripe, além do sistema imunitário. Já ouviu falar de sistema imunitário? Vou tentar explicar novamente: 80% das pessoas ficam em casa e se curam sozinha, pelo seu sistema imunitário. Dos 20 % que sobram, cerca de 17% precisam ficar internados com ventiladores, mas também se curam sozinhos pelo seu sistema imunitário com ajuda dos ventiladores. Para estas pessoas, vc pode dar suco de abacaxi, água, cloroquina, etc, pois elas irão se curar sozinhas.",0,FALSE
Rachel Rocha,,"Um dos benefícios dos corticóides é ajudar no combate às inflamações. Um dos malefícios é deixar o sistema imunológico enfraquecido. CUIDADO, minha gente! Vamos deixar os pesquisadores em paz para estudar os melhores medicamentos.",1,FALSE
Flavio Monteiro,Rachel Rocha,vc acha que pesquisador vai ler as asneira que o povo escreve aqui?! Cidadão não sabe nem escrever o português corretamente e quer discutir qual o melhor momento para ministrar o hidroxicloroquina em pacientes com o covid-19!!! Brasileiro é piada pronta!!!,3,TRUE
Rachel Rocha,Flavio Monteiro,"não foi isso que quis dizer, disse para as pessoas pararem de especulação e não se automedicarem, pois pode ser perigoso.",0,FALSE
Flavio Monteiro,Rachel Rocha,no final do seu post anterior..,0,FALSE
Rachel Rocha,Flavio Monteiro,"deixá-los pesquisar em paz e parar de especulação, foi isso que quis dizer (e achei que estava claro)",2,FALSE
Ana Keyla Côrtes Brugnaroto,,O corticoide tem a sua dose antiinflamatória e sua dose imunossupressora. Usando a dose ideal não abaixa a imunidade,2,FALSE
Luiz Goncalves,Ana Keyla Côrtes Brugnaroto,"se usarem doses acima do recomendado como aconteceu com a cloroquina no Amazonas, será a mesma coisa .",1,FALSE
Jackie Pro,,https://www.youtube.com/watch?v=ImyFZ7ri8Vc&fbclid=IwAR00ntGTutiH3TOgQA18xBFpHmMnMKQ4CeGORpPYRwnYqe4-z-7sBACkS4w Como sarar de uma PNEUMONIA EM 20 MINUTOS YOUTUBE.COM Como sarar de uma PNEUMONIA EM 20 MINUTOS Como sarar de uma PNEUMONIA EM 20 MINUTOS,0,FALSE
Jun-Young Kim,,A notícia não fala que a Cloroquina não funciona. Fala apenas que vão testar outro remédio para os casos graves.,0,FALSE
Alex NM,,"Onde eu escrevi que a notícia fala que não funciona? Neste post, quem falou fui eu! Mas tá cheio de médicos americanos, franceses, suécos, africanos, tem também 2 estudos um brasileiro e outro americano que também dizem que não funciona.",0,TRUE
Jun-Young Kim,,Ermm.. tem que ponderar... li-mi-tar..,0,FALSE
Jun-Young Kim,,Vale a pena Hidroxicloroquina nas primeiras 24 horas GAZETADOPOVO.COM.BR Hidroxicloroquina nas primeiras 24 horas Hidroxicloroquina nas primeiras 24 horas,0,TRUE
Alex NM,,"Cloroquina nas primeiras 24 horas? """" A opinião é do cardiologista argentino Costantino Costantini"" Opinião todo mundo tem, agora estudos que comprovem aquilo que se fala, será que tem? Vamos ver o que ele fala? """"A cloroquina deveria ser utilizada já de saída no tratamento de pacientes com sintomas típicos de Covid-19, mesmo antes da conclusão dos estudos sobre sua eficácia e seus efeitos colaterais."" Ou seja, ele fala antes de sairem resultados dos estudos. Acontece que já existem estudos que comprovam não ter qualquer resultado positivo para Covid 19. E vamos fazer o que então, ignorar o que os estudos dizem e ficar com o achismo? Nas primeiras 24 se der água, vão se curar do mesmo jeito. Não existe nenhum estudo que comprove a eficácia de cura da cloroquina. O que acontece é que cerca de 80% das pessoas infectadas se curam sozinhas, isso numa população de 210 milhões dá 168 milhões de pessoas, que vão se curar sem qualquer remédio. Depois sobram 20% de pessoas que vão precisar ficar internadas. Isso dá 42 milhões de pessoas. Deste montante de pessoas, 17 % também se curar sozinhas com ajuda de um ventilador. Apenas 3% irão morrer, tomando remédio ou não, usando ventilador ou não. Depois, existem já 3 estudos, um no Brasil, um na China e outro nos EUA que afirmam que este remédio não apresenta qualquer resultado positivo. Ainda nos EUA, temos relatos de médicos nos hospitais em Nova York que afirmam também não notar qualquer resultado positivo nos pacientes. O CDC americano até já deixou de recomendar para tratar Covid 19. E por falar em CDC, o africano fez o mesmo. Na França, em vários hospitais, os médicos também relatam o mesmo, que este remédio não tem qualquer resultado positivo. Na Suécia o mesmo. E ainda falam dos efeitos colaterais graves em vários pacientes. E na China também não notaram resultados positivos ao usar este medicamento. Não tem nada a ver com política, e sim com ciência.",0,TRUE
Murilo Silva de Oliveira,,"AFINAL, O QUE SÃO OS VÍRUS? NESSE VÍDEO EXPLICO DE DA FORMA MAIS SIMPLES POSSÍVEL O QUE SÃO OS VÍRUS E COMO INFECTAM OS SERES! Compartilhe e faça com que esse conhecimento chegue a outras pessoas ! https://youtu.be/aAt-Xs9VacI O QUE SÃO OS VÍRUS? YOUTUBE.COM O QUE SÃO OS VÍRUS? O QUE SÃO OS VÍRUS?",2,FALSE
