Usuário,Reply,Conteúdo,Reações,Editado
Sandrinha Laschet,,"https://noticias.uol.com.br/saude/ultimas-noticias/redacao/2020/05/21/bolsonaro-quis-alterar-bula-da-cloroquina-diz-mandetta.htm Bolsonaro tentou alterar bula da cloroquina por decreto, diz Mandetta NOTICIAS.UOL.COM.BR Bolsonaro tentou alterar bula da cloroquina por decreto, diz Mandetta Bolsonaro tentou alterar bula da cloroquina por decreto, diz Mandetta",0,FALSE
Jose Rubens Ressler,,"Quando disse ter contraído o vírus (há controvérsias) apareceu fazendo propaganda da cloroquina, vocês imbecis bolsominios só vêem as coisas pela metade",3,FALSE
Adriana Elena,,Esse assunto da cloroquina não cessa nunca...  🙄,2,FALSE
Cris Gabi,,"Não recomenda porque ele não pode, mas a caixinha tá na mão kkkk",2,FALSE
Vanessa Gama,,Qualquer médico é livre de adequar a terapia ao seu paciente .. negligência seria negar tratamento que acredita dar resultado.. quem teve covid deve sim partilhar como se sentiu e como foi o tratamento não para que as pessoas se auto mediquem mas para que uma doença nova com terapias ainda por comprovar cientificamente sejam conhecidas pois vamos todos que conviver com o vírus por muito tempo sem vacina ou tratamento cientificamente comprovado!,0,TRUE
Jose Rubens Ressler,Vanessa Gama,"jamais um presidente (se assim podemos chamá-lo) tem condições de orientar o uso de qualquer produto (medicamento) sem aval científico, mas o que faz o homem que chegaram a chamar de mito? A justiça tarda, mas um dia chegará",1,FALSE
Sandrinha Laschet,Vanessa Gama,não se pode utilizar um medicamento p determinada doença sem que tenham sido feitos testes que comprovem eficácia e com efeitos colaterais controláveis. É legislação isso!,0,TRUE
Rita Ferraz,,Lógico quem manda é o médico.. ele não é medico..,4,FALSE
Sandrinha Laschet,Rita Ferraz,"é, mas depois de 4 meses quase enfiando a cloroquina na goela dos brasileiros, isso é no mínimo estranho.",0,FALSE
Rita Ferraz,Sandrinha Laschet,"sim , meu amigo italiano disse que brasile deveria ter fechado Tudo",1,FALSE
Sandrinha Laschet,Rita Ferraz,com certeza! Já estaríamos abrindo e com muito menos mortes! Do jeito que tá... Tenho medo do que será de nós...  😓,0,FALSE
Rita Ferraz,Sandrinha Laschet,"infelizmente menina aqui na Itália está controlado ,mas Espanha vai fechar tudo de novo por casos novos triste né?? Digo assim vamos que vamos .",1,FALSE
Sandrinha Laschet,,Sim... E sabe lá até qdo  😓,0,FALSE
Ana Paula Ferreira,,"Quem quer cloroquina que tome, quem não quer cloroquina não tome, quem quer tomar no K toma, quem não quer não toma... povo chato do carvalho...afffff. Tem que inventar a vacina do mimimi p dar p esse povo besta que só reclama.",5,FALSE
Severina Nobrega,Ana Paula Ferreira,"Pois é ele tá tomando, mas não pode nunca já mais falar eu recomendo. Agora meu primo e a esposa estavam com a praga da China e ficou curada com Azitromicina vitamina D e C com Zinco dexametasona e Hidroxicloroquina. É a chatisse desse povo que tá dando uma grande contribuição para o aumento das mortes. Pois essa doença não tem remédio certo ai fica um guerra da politcalha fazendo uso político dessa desgraça que está destruindo vidas e juízes do capeta e no meio de tudo os médicos tb e lamentávelmente o povo entra na picuinha. Gente vão pedir clemência a Deus e se cada um cuida de si e poder oferecer uma mão amiga tá de bom tamanho.  🙌  🙌",1,FALSE
Jussara Pereira,,"#B382022 VAMOS ANALISAR: SE COM PANDEMIA, REDE GLOBO BATENDO DIA E NOITE, FALSAS PESQUISAS, MÍDIA MARROM, CONGRESSO SABOTANDO COM RODRIGO MAIA E ALCOLUMBRE, STF E PGR TRAVANDO CADA AÇÃO E PRENDENDO SEUS APOIADORES E VÁRIAS MENTIRAS PARA DERRUBÁ-LO, BOLSONARO CONSEGUIU EM 1 ANO E MEIO: * LEVAR ÁGUA PRO NORDESTE. * BAIXAR OS JUROS DE 14% PARA 2,5%. * BAIXAR A INFLAÇÃO, GASOLINA E O GÁS. * BATER TODOS RECORDES NA BOLSA. * DESAFOGAR AS EMPRESAS DOS ENCARGOS TRABALHISTAS. * BATER TODOS OS RECORDES NO AGRONEGÓCIO. * BATER TODOS RECORDES NAS EXPORTAÇÕES. * ASFALTAR AS GRANDES RODOVIAS QUE HÁ DÉCADAS ESTAVAM ABANDONADAS. * MUDAR A CNH PRA MELHOR E AUMENTAR A PONTUAÇÃO. * FAZER FERROVIAS E PRIVATIZAR PORTOS E AEROPORTOS. * FAZER A REFORMA DA PREVIDÊNCIA E ACABAR COM A FARRA DA CORRUPÇÃO DOS CARGOS PÚBLICOS E COMISSIONADOS. * APREENDER E BATER TODOS OS RECORDES DE DROGAS, DIMINUIR TODOS OS ÍNDICES DE CRIMINALIDADE. * FLEXIBILIZAR O ACESSO ÀS ARMAS PRA DEFESA PESSOAL. * FECHAR A TORNEIRA PARA A GRANDE MÍDIA E ARTISTAS. * LIBERTAR OS CLUBES DE FUTEBOL DO MONOPÓLIO DA GLOBO. * FAZER A MAIOR TRANSFERÊNCIA DE RENDA DO PLANETA NA PANDEMIA COM O AUXÍLIO EMERGENCIAL PARA 65 MILHÕES DE FAMÍLIAS BRASILEIRA. * FAZER ALIANÇA COM ISRAEL E OS EUA E ACABAR COM A MAMATA DOS PAÍSES COMUNISTAS E AUTORITÁRIOS. * DESMASCARAR VÁRIOS TRAIDORES E GOVERNADORES. ATÉ AQUELE QUE ACHÁVAMOS SER UM ""HERÓI"". * COLOCAR DEUS NAS AÇÕES, NAS LIVES E REDES SOCIAIS. * FAZER OS DIREITOS HUMANOS FUNCIONAR DE VERDADE COM A DAMARES. * COLOCAR UM CEGO NA SECRETARIA DE JUSTIÇA, APOSENTOU AS CRIANÇAS COM MICROCEFALIA. FEZ A MAIOR INCLUSÃO SOCIAL AOS DEFICIENTES FÍSICOS DA HISTÓRIA JUNTO À PRIMEIRA DAMA MICHELLE BOLSONARO. * AUMENTAR O BOLSA FAMÍLIA E DAR O DÉCIMO TERCEIRO. * FAZER TODOS OS MINISTROS TRABALHAREM PARA O PAÍS E NÃO PARA PARTIDOS. ETC, ETC, ......REPITO: 1 ANO E MEIO  😉  🧐. GENTE, SE COM TODAS AS ADVERSIDADES, ESSE HOMEM CHEGOU ONDE CHEGOU E FEZ O QUÊ FEZ, IMAGINA O QUE FARIA SEM ESSES INIMIGOS DA PÁTRIA? NÃO É POSSÍVEL QUE VC AINDA O ODEIA... NÃO PRECISA NEM APOIAR, MAS PELO MENOS RECONHEÇA QUE ELE FAZ UM BOM GOVERNO. ISSO É NOBRE.",6,FALSE
Jose Rubens Ressler,Jussara Pereira,"como vocês são ingênuos, sabiam que as pirâmides do Egito são obras de BOLSONARO? Kkkkkkk",1,FALSE
Susana Dumangin Santiago,Jose Rubens Ressler,pior cego é o q não quer ver.,0,FALSE
Andre Marcon,,A imagem pode conter: 1 pessoa,1,FALSE
Susana Dumangin Santiago,,"Tudo é caso de mi mi mi , se sim, se não. Aff",1,FALSE
Edilson M Carvalho,,Será??? Mais uma vez DIZ e depois DESDEZ!!! JÁ é normal neste DESgoverno!!!,1,FALSE
Rosane Spitza,,Caiu fora pensou que resolvia toma,0,FALSE
Maria Sá,,Essa é a postura do covarde...,0,FALSE
Chardel Sarmento,,"Minha filha, meu neto , meu genro ê os sogros pegaram o corona vírus e ficaram fora de riscos com cloroquina é ivermectina e antibióticos. ESTÃO TODOS CURADOS. QUEM NÃO QUISER TOMAR QUE VIREM ESTATÍSTICAS DE MORTES. E DEIXEM OS GOVERNOS ESTADUAIS RECEBEREM 18.000.00 POR MORTE.",11,TRUE
Rejane Cardoso,Chardel Sarmento,"quem tem que receitar é o médico , não Bolsonaro ele não é médico",0,FALSE
Rita Ferraz,Chardel Sarmento,infelizmente está vergonha de ganhar até em cima da morte dos outros.. uma vergonha . Mas estoy feliz por tua família está curada.. estoy morando em Itália foligno úmbria tranquila aqui está tranquilo.. vamos que vamos..,2,FALSE
Chardel Sarmento,Rejane Cardoso,O risco é seu. Eu não confio em Governos Estaduais CORRUPTOS.,1,TRUE
Rejane Cardoso,Chardel Sarmento,"como assim o risco é meu ,eu confio em médicos não em idiota que nem médico é , é apenas um palhaço GENOCIDA",1,FALSE
Zenaide Castilho,Rejane Cardoso,mas ele não receitou nada,0,FALSE
Chardel Sarmento,Rejane Cardoso,"Sabia que você é esquerdista alienada, infiltrada no FACE para denegrir o ÚNICO nos últimos quarenta anos que quer de fato mudar o Brasil. MORTADELAS nunca mais.!",1,FALSE
Sandrinha Laschet,,https://epoca.globo.com/guilherme-amado/cavalo-de-pau-de-bolsonaro-sobre-cloroquina-foi-por-temor-de-tribunal-internacional-24535665 Cagão dos inferno! Cavalo de pau de Bolsonaro sobre cloroquina foi por temor de tribunal internacional EPOCA.GLOBO.COM Cavalo de pau de Bolsonaro sobre cloroquina foi por temor de tribunal internacional Cavalo de pau de Bolsonaro sobre cloroquina foi por temor de tribunal internacional,0,FALSE
Maria Paciencia,,Tá certo ele agora . Os governador não que prefeitos não quer brigar pra que,0,FALSE
Kézia Amorim,,"Esse grupo não é de política, moça. Se não está com a doença faça o favor.de.se retirar. Vc é cruel e mal amada.",2,FALSE
Zenaide Castilho,,"É isso aí,ninguém vai poder dizer que ele está querendo impor o uso desse medicamento",2,FALSE
Gustavo Caminha Silva,Zenaide Castilho,https://www.twitch.tv/victormilliose victormilliose - Twitch TWITCH.TV victormilliose - Twitch victormilliose - Twitch,0,FALSE
Sandrinha Laschet,,"Claro! Ele só mandou um ministro da saúde embora pq o cara não quis obedecer, qdo ele quis regulamentar o uso da Cloroquina p todos os pacientes de Covid.",0,FALSE
Gustavo Caminha Silva,,https://www.twitch.tv/victormilliose victormilliose - Twitch TWITCH.TV victormilliose - Twitch victormilliose - Twitch,0,FALSE
MariaTerezinha Souza Terezinha,,Cada um toma o quê quiserem. Principalmente vergonha na cara pra deixar de encher o saco com esse mimimi de hidróxicloroquina,0,FALSE
Madalena Andrade,,A imagem pode conter: texto,0,FALSE
Luiz Gonzaga,,Nunca recomendou.,2,FALSE
Jose Rubens Ressler,Luiz Gonzaga,"jumento idiota, ao menos você deveria se informar um pouco",0,FALSE
Luiz Gonzaga,Jose Rubens Ressler,vc está em frente a um espelho?,0,FALSE
Jose Rubens Ressler,Luiz Gonzaga,quando vejo um bolsoidita não preciso de espelho,0,FALSE
Luiz Gonzaga,Jose Rubens Ressler,"pois vc deveria olhar.para ver quão retardado é , sair xingando gente pelo Facebook. Não sou psiquiatra.",0,FALSE
Fernanda Nunes,,https://veja.abril.com.br/saude/coronavirus-oms-deleta-divulgacao-de-estudo-negativo-com-remdesivir/ Coronavírus: OMS deleta divulgação de estudo negativo com remdesivir VEJA.ABRIL.COM.BR Coronavírus: OMS deleta divulgação de estudo negativo com remdesivir Coronavírus: OMS deleta divulgação de estudo negativo com remdesivir,1,FALSE
Rosemary Tavares,,Vi num comentário que ele foi proibido de falar sobre covid  🤭  🤭,1,FALSE
Drika Gonzalez,Rosemary Tavares,Ahh por isso que agora ele manda procurar o médico. Ele tomou o vermifugo Annita!! Têm o mesmo efeito da ivermectina... Aqui os médicos estão prescrevendo essa medicação..,0,FALSE
Rosemary Tavares,Drika Gonzalez,https://m.facebook.com/story.php?story_fbid=3034985226586072&id=100002238746462,0,FALSE
Rosemary Tavares,,Assiste a live do Dr Rehnan Cavalcante,1,FALSE
Rosemary Tavares,,É agora,1,FALSE
Maria Das Neves,,Ta certo galar pra que né peça para seu médico,0,FALSE
